iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 00:06:54
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 00:19:21
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 00:25:28
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 00:29:49
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 00:33:15
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 00:36:59
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 00:53:56
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 01:00:08
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 01:16:43
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 01:28:02
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 01:31:10
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 01:34:40
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 02:02:32
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 02:07:10
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 02:19:22
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 02:25:41
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 02:43:30
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 02:52:47
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 02:57:36
iter 0," acc, nmi, ri = (0.36, 0.28622, 0.0)", loss:0.00000, n_changed_assignment:2000, time:52.422
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 02:59:22
iter 0," acc, nmi, ri = (0.3195, 0.29688, 0.0)", loss:0.00000, n_changed_assignment:2000, time:13.089
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 03:01:08
iter 0," acc, nmi, ri = (0.32, 0.2966, 0.0)", loss:0.00000, n_changed_assignment:2000, time:13.376
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-03-30 03:03:15
iter 0," acc, nmi, ri = (0.32218, 0.28803, 0.0)", loss:0.00000, n_changed_assignment:17180, time:89.923
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-04-03 22:21:35
iter 0," acc, nmi, ri = (0.37864, 0.29315, 0.0)", loss:0.00000, n_changed_assignment:17180, time:154.051
iter," acc, nmi, ri ", loss, n_changed_assignment, time:2024-04-03 22:26:15
iter 0," acc, nmi, ri = (0.37678, 0.29334, 0.0)", loss:0.00000, n_changed_assignment:17180, time:147.315
iter 1," acc, nmi, ri = (0.3099, 0.28637, 0.01056)", loss:0.01056, n_changed_assignment:6398, time:168.662
iter 2," acc, nmi, ri = (0.30792, 0.28685, 0.00125)", loss:0.00125, n_changed_assignment:592, time:186.510
iter 3," acc, nmi, ri = (0.31054, 0.28319, 0.0015)", loss:0.00150, n_changed_assignment:4997, time:202.122
iter 4," acc, nmi, ri = (0.31123, 0.28244, 0.00231)", loss:0.00231, n_changed_assignment:614, time:219.583
iter 5," acc, nmi, ri = (0.31094, 0.28302, 0.00403)", loss:0.00403, n_changed_assignment:770, time:235.258
iter 6," acc, nmi, ri = (0.31228, 0.2831, 0.00274)", loss:0.00274, n_changed_assignment:336, time:252.061
iter 7," acc, nmi, ri = (0.311, 0.28188, 0.00573)", loss:0.00573, n_changed_assignment:405, time:269.158
iter 8," acc, nmi, ri = (0.31036, 0.28117, 0.00208)", loss:0.00208, n_changed_assignment:670, time:285.404
iter 9," acc, nmi, ri = (0.31158, 0.28218, 0.01801)", loss:0.01801, n_changed_assignment:282, time:300.944
iter 10," acc, nmi, ri = (0.31065, 0.28174, 0.00271)", loss:0.00271, n_changed_assignment:403, time:318.094
iter 11," acc, nmi, ri = (0.31129, 0.282, 0.00261)", loss:0.00261, n_changed_assignment:269, time:333.262
iter 12," acc, nmi, ri = (0.31135, 0.28105, 0.00103)", loss:0.00103, n_changed_assignment:429, time:348.482
iter 13," acc, nmi, ri = (0.31182, 0.28229, 0.0026)", loss:0.00260, n_changed_assignment:361, time:364.892
iter 14," acc, nmi, ri = (0.31048, 0.28138, 0.00349)", loss:0.00349, n_changed_assignment:311, time:380.675
iter 15," acc, nmi, ri = (0.31199, 0.28174, 0.00355)", loss:0.00355, n_changed_assignment:312, time:397.793
iter 16," acc, nmi, ri = (0.31112, 0.28205, 0.00216)", loss:0.00216, n_changed_assignment:271, time:422.558
iter 17," acc, nmi, ri = (0.311, 0.28158, 0.00114)", loss:0.00114, n_changed_assignment:315, time:438.793
iter 18," acc, nmi, ri = (0.31327, 0.28216, 0.00644)", loss:0.00644, n_changed_assignment:712, time:456.062
iter 19," acc, nmi, ri = (0.31269, 0.28123, 0.00136)", loss:0.00136, n_changed_assignment:241, time:471.647
iter 20," acc, nmi, ri = (0.3135, 0.28162, 0.00367)", loss:0.00367, n_changed_assignment:206, time:487.349
iter 21," acc, nmi, ri = (0.31368, 0.28179, 0.00217)", loss:0.00217, n_changed_assignment:225, time:507.966
iter 22," acc, nmi, ri = (0.31257, 0.2812, 0.00407)", loss:0.00407, n_changed_assignment:467, time:523.112
iter 23," acc, nmi, ri = (0.31176, 0.2808, 0.00163)", loss:0.00163, n_changed_assignment:881, time:539.032
iter 24," acc, nmi, ri = (0.31397, 0.28168, 0.00342)", loss:0.00342, n_changed_assignment:442, time:555.619
iter 25," acc, nmi, ri = (0.31246, 0.28074, 0.00078)", loss:0.00078, n_changed_assignment:305, time:570.829
iter 26," acc, nmi, ri = (0.31368, 0.28148, 0.00168)", loss:0.00168, n_changed_assignment:534, time:586.445
iter 27," acc, nmi, ri = (0.3131, 0.28115, 0.00189)", loss:0.00189, n_changed_assignment:421, time:604.198
iter 28," acc, nmi, ri = (0.31292, 0.28127, 0.00316)", loss:0.00316, n_changed_assignment:250, time:620.395
iter 29," acc, nmi, ri = (0.31374, 0.28221, 0.00182)", loss:0.00182, n_changed_assignment:333, time:636.047
iter 30," acc, nmi, ri = (0.31362, 0.28184, 0.00157)", loss:0.00157, n_changed_assignment:320, time:652.169
iter 31," acc, nmi, ri = (0.31356, 0.28164, 0.00313)", loss:0.00313, n_changed_assignment:159, time:668.342
iter 32," acc, nmi, ri = (0.3135, 0.28151, 0.00653)", loss:0.00653, n_changed_assignment:290, time:684.110
iter 33," acc, nmi, ri = (0.31444, 0.28207, 0.00457)", loss:0.00457, n_changed_assignment:284, time:702.921
iter 34," acc, nmi, ri = (0.31374, 0.28189, 0.00199)", loss:0.00199, n_changed_assignment:578, time:718.718
iter 35," acc, nmi, ri = (0.31432, 0.28207, 0.00253)", loss:0.00253, n_changed_assignment:739, time:735.201
iter 36," acc, nmi, ri = (0.31385, 0.28139, 0.00242)", loss:0.00242, n_changed_assignment:475, time:751.129
iter 37," acc, nmi, ri = (0.31403, 0.28079, 0.00121)", loss:0.00121, n_changed_assignment:235, time:768.391
iter 38," acc, nmi, ri = (0.31467, 0.28083, 0.00282)", loss:0.00282, n_changed_assignment:203, time:788.587
iter 39," acc, nmi, ri = (0.31444, 0.28093, 0.00232)", loss:0.00232, n_changed_assignment:271, time:804.414
iter 40," acc, nmi, ri = (0.31397, 0.28083, 0.00123)", loss:0.00123, n_changed_assignment:272, time:821.624
iter 41," acc, nmi, ri = (0.31228, 0.27993, 0.00131)", loss:0.00131, n_changed_assignment:275, time:837.428
iter 42," acc, nmi, ri = (0.30931, 0.27942, 0.00162)", loss:0.00162, n_changed_assignment:600, time:854.535
iter 43," acc, nmi, ri = (0.31059, 0.27905, 0.00208)", loss:0.00208, n_changed_assignment:445, time:870.833
iter 44," acc, nmi, ri = (0.31042, 0.27877, 0.00167)", loss:0.00167, n_changed_assignment:163, time:886.674
iter 45," acc, nmi, ri = (0.31065, 0.27941, 0.00099)", loss:0.00099, n_changed_assignment:645, time:902.118
iter 46," acc, nmi, ri = (0.31083, 0.27853, 0.00103)", loss:0.00103, n_changed_assignment:256, time:921.148
iter 47," acc, nmi, ri = (0.31147, 0.27826, 0.00133)", loss:0.00133, n_changed_assignment:185, time:941.106
iter 48," acc, nmi, ri = (0.31123, 0.27806, 0.00181)", loss:0.00181, n_changed_assignment:111, time:957.255
iter 49," acc, nmi, ri = (0.311, 0.27808, 0.00082)", loss:0.00082, n_changed_assignment:183, time:973.255
iter 50," acc, nmi, ri = (0.31182, 0.27856, 0.00417)", loss:0.00417, n_changed_assignment:295, time:989.471
iter 51," acc, nmi, ri = (0.31153, 0.27913, 0.00147)", loss:0.00147, n_changed_assignment:196, time:1005.033
iter 52," acc, nmi, ri = (0.31164, 0.27894, 0.0005)", loss:0.00050, n_changed_assignment:154, time:1029.808
iter 53," acc, nmi, ri = (0.31315, 0.27867, 0.00158)", loss:0.00158, n_changed_assignment:417, time:1051.883
iter 54," acc, nmi, ri = (0.31321, 0.2786, 0.00089)", loss:0.00089, n_changed_assignment:270, time:1067.713
iter 55," acc, nmi, ri = (0.31246, 0.27838, 0.00082)", loss:0.00082, n_changed_assignment:315, time:1084.046
iter 56," acc, nmi, ri = (0.31205, 0.27825, 0.00077)", loss:0.00077, n_changed_assignment:214, time:1099.872
iter 57," acc, nmi, ri = (0.31234, 0.27826, 0.00036)", loss:0.00036, n_changed_assignment:176, time:1117.187
iter 58," acc, nmi, ri = (0.31193, 0.27927, 0.00054)", loss:0.00054, n_changed_assignment:362, time:1136.933
iter 59," acc, nmi, ri = (0.31129, 0.27914, 0.0019)", loss:0.00190, n_changed_assignment:337, time:1152.721
iter 60," acc, nmi, ri = (0.31385, 0.27863, 0.00107)", loss:0.00107, n_changed_assignment:408, time:1171.028
iter 61," acc, nmi, ri = (0.31804, 0.27601, 0.00105)", loss:0.00105, n_changed_assignment:1035, time:1187.358
iter 62," acc, nmi, ri = (0.32072, 0.27587, 0.00074)", loss:0.00074, n_changed_assignment:635, time:1206.658
iter 63," acc, nmi, ri = (0.31612, 0.27653, 0.00031)", loss:0.00031, n_changed_assignment:1203, time:1222.269
iter 64," acc, nmi, ri = (0.31694, 0.27667, 0.00032)", loss:0.00032, n_changed_assignment:238, time:1238.168
iter 65," acc, nmi, ri = (0.31711, 0.27741, 0.0004)", loss:0.00040, n_changed_assignment:407, time:1254.295
iter 66," acc, nmi, ri = (0.31997, 0.27707, 0.00091)", loss:0.00091, n_changed_assignment:397, time:1269.600
iter 67," acc, nmi, ri = (0.32206, 0.27766, 0.00065)", loss:0.00065, n_changed_assignment:363, time:1287.429
iter 68," acc, nmi, ri = (0.32363, 0.27877, 0.00149)", loss:0.00149, n_changed_assignment:329, time:1303.185
iter 69," acc, nmi, ri = (0.32346, 0.27831, 0.0007)", loss:0.00070, n_changed_assignment:369, time:1319.556
iter 70," acc, nmi, ri = (0.32841, 0.2788, 0.00058)", loss:0.00058, n_changed_assignment:547, time:1335.075
iter 71," acc, nmi, ri = (0.32346, 0.2796, 0.00049)", loss:0.00049, n_changed_assignment:580, time:1350.774
iter 72," acc, nmi, ri = (0.31758, 0.27953, 0.00078)", loss:0.00078, n_changed_assignment:862, time:1365.948
iter 73," acc, nmi, ri = (0.31705, 0.27957, 0.00053)", loss:0.00053, n_changed_assignment:286, time:1385.260
iter 74," acc, nmi, ri = (0.31839, 0.28077, 0.00039)", loss:0.00039, n_changed_assignment:191, time:1401.503
iter 75," acc, nmi, ri = (0.31892, 0.28056, 0.00122)", loss:0.00122, n_changed_assignment:178, time:1417.280
iter 76," acc, nmi, ri = (0.31694, 0.28113, 0.00052)", loss:0.00052, n_changed_assignment:611, time:1432.762
iter 77," acc, nmi, ri = (0.32014, 0.28158, 0.00088)", loss:0.00088, n_changed_assignment:375, time:1447.707
iter 78," acc, nmi, ri = (0.31938, 0.2806, 0.00076)", loss:0.00076, n_changed_assignment:344, time:1465.443
iter 79," acc, nmi, ri = (0.32159, 0.28122, 0.00061)", loss:0.00061, n_changed_assignment:198, time:1481.403
iter 80," acc, nmi, ri = (0.32258, 0.28101, 0.0046)", loss:0.00460, n_changed_assignment:226, time:1497.504
iter 81," acc, nmi, ri = (0.32194, 0.28095, 0.00113)", loss:0.00113, n_changed_assignment:258, time:1512.982
iter 82," acc, nmi, ri = (0.32439, 0.28163, 0.00082)", loss:0.00082, n_changed_assignment:268, time:1528.739
iter 83," acc, nmi, ri = (0.32334, 0.28106, 0.00088)", loss:0.00088, n_changed_assignment:196, time:1543.648
iter 84," acc, nmi, ri = (0.3241, 0.28117, 0.00055)", loss:0.00055, n_changed_assignment:449, time:1561.087
iter 85," acc, nmi, ri = (0.32526, 0.28167, 0.00095)", loss:0.00095, n_changed_assignment:491, time:1577.794
iter 86," acc, nmi, ri = (0.32509, 0.28179, 0.00168)", loss:0.00168, n_changed_assignment:326, time:1593.480
iter 87," acc, nmi, ri = (0.32922, 0.28323, 0.00032)", loss:0.00032, n_changed_assignment:410, time:1611.531
iter 88," acc, nmi, ri = (0.32776, 0.28286, 0.00099)", loss:0.00099, n_changed_assignment:254, time:1630.024
iter 89," acc, nmi, ri = (0.32957, 0.28321, 0.00058)", loss:0.00058, n_changed_assignment:508, time:1654.819
iter 90," acc, nmi, ri = (0.32928, 0.28296, 0.0008)", loss:0.00080, n_changed_assignment:243, time:1674.274
iter 91," acc, nmi, ri = (0.32625, 0.28222, 0.00062)", loss:0.00062, n_changed_assignment:485, time:1690.169
iter 92," acc, nmi, ri = (0.32643, 0.28298, 0.0005)", loss:0.00050, n_changed_assignment:274, time:1706.971
iter 93," acc, nmi, ri = (0.3252, 0.28135, 0.00096)", loss:0.00096, n_changed_assignment:489, time:1722.406
iter 94," acc, nmi, ri = (0.32986, 0.28263, 0.00157)", loss:0.00157, n_changed_assignment:494, time:1742.916
iter 95," acc, nmi, ri = (0.32742, 0.28223, 0.00208)", loss:0.00208, n_changed_assignment:341, time:1759.456
iter 96," acc, nmi, ri = (0.32707, 0.28136, 0.00038)", loss:0.00038, n_changed_assignment:407, time:1774.846
iter 97," acc, nmi, ri = (0.328, 0.28198, 0.00132)", loss:0.00132, n_changed_assignment:586, time:1790.320
iter 98," acc, nmi, ri = (0.32724, 0.28272, 0.00032)", loss:0.00032, n_changed_assignment:303, time:1805.306
iter 99," acc, nmi, ri = (0.33213, 0.28443, 0.00112)", loss:0.00112, n_changed_assignment:1106, time:1823.064
iter 100," acc, nmi, ri = (0.33405, 0.28418, 0.00047)", loss:0.00047, n_changed_assignment:692, time:1838.494
iter 101," acc, nmi, ri = (0.33114, 0.28265, 0.0007)", loss:0.00070, n_changed_assignment:492, time:1854.558
iter 102," acc, nmi, ri = (0.33475, 0.28286, 0.00053)", loss:0.00053, n_changed_assignment:521, time:1870.213
iter 103," acc, nmi, ri = (0.33446, 0.2829, 0.00045)", loss:0.00045, n_changed_assignment:312, time:1886.686
iter 104," acc, nmi, ri = (0.3337, 0.28218, 0.00036)", loss:0.00036, n_changed_assignment:308, time:1904.801
iter 105," acc, nmi, ri = (0.33527, 0.28207, 0.0008)", loss:0.00080, n_changed_assignment:635, time:1921.359
iter 106," acc, nmi, ri = (0.3291, 0.28103, 0.00106)", loss:0.00106, n_changed_assignment:933, time:1937.224
iter 107," acc, nmi, ri = (0.32887, 0.28086, 0.00046)", loss:0.00046, n_changed_assignment:318, time:1952.872
iter 108," acc, nmi, ri = (0.32841, 0.28176, 0.00048)", loss:0.00048, n_changed_assignment:698, time:1969.212
iter 109," acc, nmi, ri = (0.32701, 0.28146, 0.00018)", loss:0.00018, n_changed_assignment:520, time:1986.943
iter 110," acc, nmi, ri = (0.32555, 0.28054, 0.00073)", loss:0.00073, n_changed_assignment:286, time:2002.996
iter 111," acc, nmi, ri = (0.32672, 0.28096, 0.0012)", loss:0.00120, n_changed_assignment:333, time:2019.292
iter 112," acc, nmi, ri = (0.328, 0.2818, 0.00039)", loss:0.00039, n_changed_assignment:511, time:2035.169
iter 113," acc, nmi, ri = (0.32823, 0.2816, 0.0002)", loss:0.00020, n_changed_assignment:453, time:2050.069
iter 114," acc, nmi, ri = (0.32788, 0.28219, 0.0003)", loss:0.00030, n_changed_assignment:242, time:2066.000
iter 115," acc, nmi, ri = (0.32782, 0.28259, 0.00072)", loss:0.00072, n_changed_assignment:191, time:2083.719
iter 116," acc, nmi, ri = (0.32567, 0.28155, 0.0009)", loss:0.00090, n_changed_assignment:282, time:2100.401
iter 117," acc, nmi, ri = (0.32683, 0.28162, 0.00079)", loss:0.00079, n_changed_assignment:440, time:2116.099
iter 118," acc, nmi, ri = (0.32066, 0.28427, 0.00038)", loss:0.00038, n_changed_assignment:4660, time:2131.430
iter 119," acc, nmi, ri = (0.31944, 0.28256, 0.00069)", loss:0.00069, n_changed_assignment:444, time:2146.782
iter 120," acc, nmi, ri = (0.31682, 0.28065, 0.0007)", loss:0.00070, n_changed_assignment:834, time:2161.538
iter 121," acc, nmi, ri = (0.3209, 0.28312, 0.0012)", loss:0.00120, n_changed_assignment:550, time:2178.941
iter 122," acc, nmi, ri = (0.32055, 0.28303, 0.00059)", loss:0.00059, n_changed_assignment:259, time:2195.022
iter 123," acc, nmi, ri = (0.32194, 0.28311, 0.00056)", loss:0.00056, n_changed_assignment:283, time:2210.335
iter 124," acc, nmi, ri = (0.31985, 0.28289, 0.00032)", loss:0.00032, n_changed_assignment:432, time:2225.963
iter 125," acc, nmi, ri = (0.3202, 0.28258, 0.00033)", loss:0.00033, n_changed_assignment:365, time:2241.637
iter 126," acc, nmi, ri = (0.31973, 0.28169, 0.00101)", loss:0.00101, n_changed_assignment:381, time:2266.810
iter 127," acc, nmi, ri = (0.31828, 0.28085, 0.00102)", loss:0.00102, n_changed_assignment:268, time:2282.770
iter 128," acc, nmi, ri = (0.32084, 0.28171, 0.00027)", loss:0.00027, n_changed_assignment:334, time:2297.939
iter 129," acc, nmi, ri = (0.32055, 0.28109, 0.00039)", loss:0.00039, n_changed_assignment:174, time:2314.971
iter 130," acc, nmi, ri = (0.31711, 0.28091, 0.00059)", loss:0.00059, n_changed_assignment:502, time:2329.994
iter 131," acc, nmi, ri = (0.32701, 0.27963, 0.00057)", loss:0.00057, n_changed_assignment:5163, time:2348.350
iter 132," acc, nmi, ri = (0.32462, 0.27883, 0.00033)", loss:0.00033, n_changed_assignment:539, time:2364.421
iter 133," acc, nmi, ri = (0.32101, 0.27898, 0.00052)", loss:0.00052, n_changed_assignment:526, time:2380.084
iter 134," acc, nmi, ri = (0.32602, 0.27899, 0.00045)", loss:0.00045, n_changed_assignment:617, time:2396.800
iter 135," acc, nmi, ri = (0.32555, 0.27903, 0.00071)", loss:0.00071, n_changed_assignment:335, time:2411.887
iter 136," acc, nmi, ri = (0.32701, 0.27887, 0.00038)", loss:0.00038, n_changed_assignment:498, time:2428.907
iter 137," acc, nmi, ri = (0.32445, 0.27912, 0.00023)", loss:0.00023, n_changed_assignment:581, time:2444.787
iter 138," acc, nmi, ri = (0.32648, 0.27895, 0.00031)", loss:0.00031, n_changed_assignment:317, time:2460.036
iter 139," acc, nmi, ri = (0.32416, 0.27875, 0.00044)", loss:0.00044, n_changed_assignment:630, time:2476.663
iter 140," acc, nmi, ri = (0.32456, 0.27959, 0.0003)", loss:0.00030, n_changed_assignment:338, time:2493.131
iter 141," acc, nmi, ri = (0.32474, 0.27993, 0.00058)", loss:0.00058, n_changed_assignment:408, time:2510.959
iter 142," acc, nmi, ri = (0.32474, 0.27807, 0.00027)", loss:0.00027, n_changed_assignment:983, time:2526.327
iter 143," acc, nmi, ri = (0.32398, 0.27721, 0.00028)", loss:0.00028, n_changed_assignment:869, time:2543.477
iter 144," acc, nmi, ri = (0.32579, 0.2771, 0.00027)", loss:0.00027, n_changed_assignment:809, time:2558.981
iter 145," acc, nmi, ri = (0.32858, 0.27804, 0.0002)", loss:0.00020, n_changed_assignment:475, time:2574.326
iter 146," acc, nmi, ri = (0.32451, 0.27686, 0.0004)", loss:0.00040, n_changed_assignment:453, time:2590.108
iter 147," acc, nmi, ri = (0.32532, 0.2784, 0.00039)", loss:0.00039, n_changed_assignment:1026, time:2607.176
iter 148," acc, nmi, ri = (0.32421, 0.27801, 0.0005)", loss:0.00050, n_changed_assignment:800, time:2623.267
iter 149," acc, nmi, ri = (0.32258, 0.27688, 0.00023)", loss:0.00023, n_changed_assignment:334, time:2639.476
iter 150," acc, nmi, ri = (0.32451, 0.27801, 0.00017)", loss:0.00017, n_changed_assignment:388, time:2655.485
iter 151," acc, nmi, ri = (0.32037, 0.2764, 0.00028)", loss:0.00028, n_changed_assignment:585, time:2670.558
iter 152," acc, nmi, ri = (0.32497, 0.27845, 0.00023)", loss:0.00023, n_changed_assignment:1456, time:2688.906
iter 153," acc, nmi, ri = (0.31909, 0.27533, 0.00015)", loss:0.00015, n_changed_assignment:1107, time:2705.532
iter 154," acc, nmi, ri = (0.31938, 0.27582, 0.00014)", loss:0.00014, n_changed_assignment:565, time:2720.966
iter 155," acc, nmi, ri = (0.32288, 0.27695, 0.00067)", loss:0.00067, n_changed_assignment:312, time:2736.701
iter 156," acc, nmi, ri = (0.32352, 0.27642, 0.00034)", loss:0.00034, n_changed_assignment:339, time:2752.769
iter 157," acc, nmi, ri = (0.32369, 0.27643, 0.00784)", loss:0.00784, n_changed_assignment:440, time:2768.269
iter 158," acc, nmi, ri = (0.33504, 0.27802, 0.00062)", loss:0.00062, n_changed_assignment:1107, time:2785.155
iter 159," acc, nmi, ri = (0.32905, 0.27734, 0.00021)", loss:0.00021, n_changed_assignment:950, time:2801.819
iter 160," acc, nmi, ri = (0.32817, 0.27689, 0.00022)", loss:0.00022, n_changed_assignment:384, time:2817.530
iter 161," acc, nmi, ri = (0.32614, 0.27714, 0.00025)", loss:0.00025, n_changed_assignment:620, time:2833.391
iter 162," acc, nmi, ri = (0.32794, 0.27809, 0.00044)", loss:0.00044, n_changed_assignment:635, time:2849.879
iter 163," acc, nmi, ri = (0.32841, 0.27844, 0.00016)", loss:0.00016, n_changed_assignment:304, time:2870.390
iter 164," acc, nmi, ri = (0.32887, 0.27812, 0.00017)", loss:0.00017, n_changed_assignment:331, time:2889.962
iter 165," acc, nmi, ri = (0.32957, 0.27844, 0.00014)", loss:0.00014, n_changed_assignment:316, time:2906.569
iter 166," acc, nmi, ri = (0.32759, 0.2776, 0.00041)", loss:0.00041, n_changed_assignment:325, time:2921.318
iter 167," acc, nmi, ri = (0.32806, 0.27702, 0.00019)", loss:0.00019, n_changed_assignment:338, time:2938.411
iter 168," acc, nmi, ri = (0.32718, 0.27653, 0.00038)", loss:0.00038, n_changed_assignment:412, time:2954.934
iter 169," acc, nmi, ri = (0.32584, 0.27615, 0.00052)", loss:0.00052, n_changed_assignment:661, time:2970.139
iter 170," acc, nmi, ri = (0.32614, 0.27796, 0.00033)", loss:0.00033, n_changed_assignment:798, time:2985.801
